9,8,1,2,3,4,5,6,7,8,0.31014,449.566,-2.81464,195.827,1.28498,0.25,9.02978,6.29771,
10,8,1,2,3,4,5,6,7,8,15.1001,5.5424,2.01095,0.480568,0.286779,33.9934,4.47757,103.975,
11,8,1,2,3,4,5,6,7,8,0.823464,0.335943,4.99184,3.64107,254.75,1.64923,3.20569,0.301254,
12,8,1,2,3,4,5,6,7,8,36.2007,0.456433,0.25,0.377894,3.27487,0.468437,5.02915,0.83219,
END,
9,8,1,2,3,4,5,6,7,8,0.317332,552.647,1.27638,375.568,9.13148,0.811345,-1.05107,1.01417,
10,8,1,2,3,4,5,6,7,8,4.75148,0.22732,7.38021,1.50967,0.6446,0.355444,6.58533,1045.12,
11,8,1,2,3,4,5,6,7,8,0.418126,0.600824,0.439853,0.392157,0.25,3.85681,4.28797,1.44349,
12,8,1,2,3,4,5,6,7,8,9.74707,42.66,-2.83915,4.77045,0.460376,5.00095,0.318075,1.17127,
END,
9,8,1,2,3,4,5,6,7,8,0.25,637.857,0.25,279.835,4.73763,0.327798,0.510526,0.360286,
10,8,1,2,3,4,5,6,7,8,0.56427,26.2755,0.448532,0.366013,2.36526,0.87998,0.56933,12.8082,
11,8,1,2,3,4,5,6,7,8,1.14739,3.37586,1.72823,1.50411,191.519,3.16418,0.370016,3.29662,
12,8,1,2,3,4,5,6,7,8,1.63428,1.72185,0.278614,2.00466,0.887025,3.48629,0.369233,0.677845,
END,
9,8,1,2,3,4,5,6,7,8,1.56046,-1.99438,1.20357,308.999,13.5767,1.66175,2.23753,0.360286,
10,8,1,2,3,4,5,6,7,8,2.00168,30.2881,0.287666,0.634227,0.310142,17.8401,0.56933,461.943,
11,8,1,2,3,4,5,6,7,8,1.14739,0.639468,0.585216,2.83167,167.123,0.768161,0.41487,1.53883,
12,8,1,2,3,4,5,6,7,8,6.69907,2.22552,2.72923,3.3957,0.700498,1.23256,4.88411,0.774507,
END,
9,8,1,2,3,4,5,6,7,8,-2.2624,510.425,0.770648,246.925,8.49378,-2.10065,7.91209,5.2293,
10,8,1,2,3,4,5,6,7,8,2.86582,-0.131243,0.287175,1.46938,0.284387,0.25,0.479736,57.6084,
11,8,1,2,3,4,5,6,7,8,0.297595,132.652,0.540285,1.88124,1.37699,0.873595,-1.72431,2.45371,
12,8,1,2,3,4,5,6,7,8,5.86851,0.25,-2.1539,1.80409,-0.400312,1.33885,4.44442,1.18227,
END,
9,8,1,2,3,4,5,6,7,8,1.83272,405.619,2.8945,192.64,-1.57223,0.614521,8.79865,1.41868,
10,8,1,2,3,4,5,6,7,8,2.88699,20.9004,0.278578,0.0669369,0.284387,1.32222,0.800431,410.872,
11,8,1,2,3,4,5,6,7,8,1.02928,4.39468,0.46098,1.74177,-1.96202,0.287608,4.72081,1.44349,
12,8,1,2,3,4,5,6,7,8,5.96377,0.850884,2.5222,2.87865,0.553786,0.25,3.86219,0.676025,
END,
9,8,1,2,3,4,5,6,7,8,1.74591,421.532,2.99998,219.921,1.27623,4.17025,7.91209,1.01417,
10,8,1,2,3,4,5,6,7,8,0.938385,0.276924,0.331101,0.52476,0.872675,0.281083,0.51928,742.265,
11,8,1,2,3,4,5,6,7,8,0.635042,2.447,0.337819,12.1103,367.949,0.25,5.70878,2.79135,
12,8,1,2,3,4,5,6,7,8,20.3393,0.25,5.24672,1.32734,1.36905,1.10959,3.15488,1.38374,
END,
9,8,1,2,3,4,5,6,7,8,1.22146,419.555,0.285947,221.678,1.1381,4.69771,0.843481,0.347238,
10,8,1,2,3,4,5,6,7,8,5.029,2.38015,2.90217,9.31192,0.47955,20.4065,6.84651,13.8054,
11,8,1,2,3,4,5,6,7,8,7.36533,26.168,0.936133,0.35186,0.25,0.724112,0.327829,0.205589,
12,8,1,2,3,4,5,6,7,8,5.64239,0.525853,1.14712,5.63378,0.290109,1.84008,14.1681,43.6007,
END,
