GEN 0: 13
GEN 1: 18
GEN 2: 15
GEN 3: 23
GEN 4: 21
GEN 5: 22
GEN 6: 44
GEN 7: 28
GEN 8: 30
GEN 9: 41
GEN 10: 36
GEN 11: 78
GEN 12: 146
GEN 13: 36
GEN 14: 110
GEN 15: 47
GEN 16: 113
GEN 17: 88
GEN 18: 248
GEN 19: 235
