9,8,1,2,3,4,5,6,7,8,0.25,560.985,0.787171,265.608,9.73018,1.09439,2.56885,3.52272,
10,8,1,2,3,4,5,6,7,8,1.00006,2.15219,0.25,0.363274,1.63981,0.306572,0.25,1010.98,
11,8,1,2,3,4,5,6,7,8,1.15177,1.28014,1.27368,0.360827,0.25,0.692887,18.845,0.25,
12,8,1,2,3,4,5,6,7,8,-2.80097,0.25,2.42191,0.536089,14.087,0.323569,-0.0463497,3.8123,
END,
9,8,1,2,3,4,5,6,7,8,0.25,549.119,0.654351,195.827,3.25546,2.51327,-2.27087,0.383448,
10,8,1,2,3,4,5,6,7,8,1.0325,5.32536,2.01095,8.8272,1.70455,0.25,0.25,2.07826,
11,8,1,2,3,4,5,6,7,8,7.14664,3.37586,0.754194,18.0693,137.11,0.302714,1.4916,2.67847,
12,8,1,2,3,4,5,6,7,8,-0.0999974,0.413811,3.60332,0.48228,0.579316,0.487413,5.02915,-0.469049,
END,
9,8,1,2,3,4,5,6,7,8,0.25747,403.62,0.644182,-2.9301,0.416529,0.318177,1.07048,50.669,
10,8,1,2,3,4,5,6,7,8,2.03465,0.306067,2.43207,2.15621,0.421207,18.3884,0.434559,0.25,
11,8,1,2,3,4,5,6,7,8,4.95502,26.1686,0.279557,0.379214,0.25,0.38275,4.88605,0.636918,
12,8,1,2,3,4,5,6,7,8,13.558,-2.96813,1.06477,0.472427,0.568717,1.31771,3.47606,2.92215,
END,
9,8,1,2,3,4,5,6,7,8,0.750029,465.556,1.18756,243.344,1.07668,0.621939,1.04102,17.3619,
10,8,1,2,3,4,5,6,7,8,2.65203,0.586147,2.48662,3.6016,1.64003,0.31627,2.21719,115.255,
11,8,1,2,3,4,5,6,7,8,1.24748,22.7554,-2.58792,0.922647,222.58,0.84844,2.10161,0.438726,
12,8,1,2,3,4,5,6,7,8,0.288716,0.433691,5.08989,0.25,0.508073,1.64774,0.25,1.64286,
END,
9,8,1,2,3,4,5,6,7,8,0.25,546.325,0.977243,352.491,13.5767,0.521002,9.02978,-1.58938,
10,8,1,2,3,4,5,6,7,8,1.77535,5.0258,0.25,7.6338,6.98274,37.4678,0.296743,405.27,
11,8,1,2,3,4,5,6,7,8,0.279112,22.3355,8.98443,7.94434,148.651,-2.99849,6.64398,0.25,
12,8,1,2,3,4,5,6,7,8,6.46028,0.515856,0.25,0.48228,0.709368,1.06733,3.86219,0.309257,
END,
9,8,1,2,3,4,5,6,7,8,-2.28662,715.251,0.654758,249.068,0.460197,0.44559,0.508213,1.46505,
10,8,1,2,3,4,5,6,7,8,1.72786,0.562413,1.61004,0.940782,1.64266,-1.89113,1.08558,822.895,
11,8,1,2,3,4,5,6,7,8,0.25,8.13939,0.485205,0.940269,0.25,0.843716,0.388645,3.11202,
12,8,1,2,3,4,5,6,7,8,1.57389,0.289121,5.71135,-2.26074,0.595655,5.70005,8.77223,-1.872,
END,
9,8,1,2,3,4,5,6,7,8,5.19763,421.532,0.820247,235.55,-2.72974,9.5751,-2.89214,0.25,
10,8,1,2,3,4,5,6,7,8,0.972254,5.11129,0.395934,2.65561,0.715305,0.768778,0.25,0.512125,
11,8,1,2,3,4,5,6,7,8,0.571967,168.971,0.363143,9.74492,213.707,1.04651,25.2575,0.364073,
12,8,1,2,3,4,5,6,7,8,0.500106,1.52489,5.24672,3.16921,1.36905,2.35661,4.20818,-2.31509,
END,
9,8,1,2,3,4,5,6,7,8,0.825845,530.122,0.25,290.64,0.42614,9.91425,6.55416,0.25,
10,8,1,2,3,4,5,6,7,8,5.74558,3.71696,0.431744,0.529941,-0.112708,22.1137,0.25,7.74278,
11,8,1,2,3,4,5,6,7,8,0.25,4.3811,1.72823,0.558285,0.357258,0.859441,1.9051,0.25,
12,8,1,2,3,4,5,6,7,8,16.9588,0.417602,0.981581,2.37751,0.352631,6.56346,2.71168,0.796559,
END,
9,8,1,2,3,4,5,6,7,8,2.02108,440.549,2.94532,252.285,17.1653,-0.983278,-2.31492,33.9226,
10,8,1,2,3,4,5,6,7,8,3.50817,2.88957,-2.09281,0.25,0.960625,0.283706,0.509596,745.046,
11,8,1,2,3,4,5,6,7,8,0.331123,139.698,0.984085,1.98423,105.768,0.25,-1.40449,2.11558,
12,8,1,2,3,4,5,6,7,8,6.55882,0.25,2.48734,5.0618,1.73217,0.293025,5.02915,43.6007,
END,
