9,8,1,2,3,4,5,6,7,8,0.702569,403.428,0.25,243.344,2.79915,10.4893,5.16837,0.25,
10,8,1,2,3,4,5,6,7,8,0.25,1.1753,0.297599,1.17115,0.442365,0.25,0.564453,0.25,
11,8,1,2,3,4,5,6,7,8,0.307876,0.481684,0.402433,1.05125,183.453,1.17975,5.73975,2.75567,
12,8,1,2,3,4,5,6,7,8,0.359318,0.25,7.94592,22.2753,-1.38262,-0.713031,0.323258,0.25,
END,
9,8,1,2,3,4,5,6,7,8,2.21745,421.532,3.51995,235.55,1.27623,4.71446,1.20242,0.25,
10,8,1,2,3,4,5,6,7,8,0.775244,0.40837,0.331101,4.66414,-1.96923,18.8276,0.632386,14.9836,
11,8,1,2,3,4,5,6,7,8,0.735959,3.37586,0.283754,2.43023,179.401,1.04651,-1.4096,-2.9646,
12,8,1,2,3,4,5,6,7,8,0.495369,0.305741,2.28609,21.7923,1.36905,0.25,4.0604,-0.493162,
END,
9,8,1,2,3,4,5,6,7,8,-1.81133,753.246,2.91719,353.299,2.40297,0.318177,2.80954,2.88754,
10,8,1,2,3,4,5,6,7,8,1.25649,0.983724,3.10576,2.43406,0.442161,22.1132,0.278717,0.354536,
11,8,1,2,3,4,5,6,7,8,0.603503,29.7025,0.46098,0.358906,217.071,0.367633,-1.30058,3.29662,
12,8,1,2,3,4,5,6,7,8,1.63428,1.72185,0.907291,0.25,0.730942,-0.544943,2.28428,0.292036,
END,
9,8,1,2,3,4,5,6,7,8,4.16348,451.772,0.654351,198.462,0.25,0.500582,7.89653,1.85321,
10,8,1,2,3,4,5,6,7,8,0.237966,2.81844,1.60965,1.24226,0.25,19.1132,0.25,102.953,
11,8,1,2,3,4,5,6,7,8,0.72493,9.12262,1.23719,1.54183,223.921,0.302714,24.822,3.38133,
12,8,1,2,3,4,5,6,7,8,8.96771,0.301076,2.95867,0.25,0.460376,1.0681,5.29106,0.618641,
END,
9,8,1,2,3,4,5,6,7,8,0.76225,530.122,0.294823,232.728,1.14455,0.393188,6.55416,0.324811,
10,8,1,2,3,4,5,6,7,8,5.74558,4.10012,2.3377,0.482232,0.833979,0.348598,1.51382,6.04223,
11,8,1,2,3,4,5,6,7,8,1.15177,-1.74046,0.402433,0.434211,440.719,0.889725,21.1846,0.25,
12,8,1,2,3,4,5,6,7,8,0.25,-1.25686,1.60896,2.37751,16.4983,0.288552,-0.732447,3.8123,
END,
9,8,1,2,3,4,5,6,7,8,0.25,708.067,0.25,278.303,0.25,0.549405,1.75724,3.52272,
10,8,1,2,3,4,5,6,7,8,2.79823,0.286969,0.352092,-1.6896,1.43882,0.397186,0.25,615.732,
11,8,1,2,3,4,5,6,7,8,1.16658,22.9418,1.13656,0.714401,0.319436,2.11245,3.99781,0.292541,
12,8,1,2,3,4,5,6,7,8,-2.35252,3.38262,6.49162,4.10823,0.25,0.25,0.721729,3.34138,
END,
9,8,1,2,3,4,5,6,7,8,0.755101,382.385,2.91035,215.102,0.460197,0.39907,2.71363,1.70095,
10,8,1,2,3,4,5,6,7,8,1.61307,0.606242,1.13853,3.81409,0.318729,16.8155,0.445639,822.895,
11,8,1,2,3,4,5,6,7,8,0.25,8.13939,0.491821,0.280802,179.401,0.692887,4.25215,1.12154,
12,8,1,2,3,4,5,6,7,8,1.57389,0.304779,0.828306,3.73909,0.579108,5.70005,0.410742,0.313252,
END,
9,8,1,2,3,4,5,6,7,8,3.80676,2.17574,0.25,281.99,13.5767,5.01891,0.930137,17.3096,
10,8,1,2,3,4,5,6,7,8,1.12814,3.20032,0.353665,0.432713,0.316525,22.642,0.673991,74.4335,
11,8,1,2,3,4,5,6,7,8,0.96935,23.4645,0.30049,1.49845,117.105,45.8911,-1.68454,1.5136,
12,8,1,2,3,4,5,6,7,8,7.19552,42.1287,5.89952,4.16689,2.48693,0.276047,7.66646,0.647272,
END,
