9,8,1,2,3,4,5,6,7,8,0.25,637.857,0.644182,193.075,4.84969,0.428476,1.07048,0.360286,
10,8,1,2,3,4,5,6,7,8,2.03465,2.60645,2.92963,-0.121591,1.86637,0.508422,0.434559,11.8473,
11,8,1,2,3,4,5,6,7,8,1.14739,3.87603,0.548106,0.374345,-2.05164,-0.518066,0.323162,1.53883,
12,8,1,2,3,4,5,6,7,8,-0.965968,0.306415,0.751416,3.34902,3.21545,3.62259,3.86219,0.826303,
END,
9,8,1,2,3,4,5,6,7,8,0.614407,623.083,2.36635,305.204,-0.912542,21.9895,0.307405,17.3619,
10,8,1,2,3,4,5,6,7,8,2.50046,3.40646,2.17116,1.24166,0.531412,2.05614,5.7132,69.5176,
11,8,1,2,3,4,5,6,7,8,0.961603,-0.397225,0.28633,0.922647,141.242,0.354987,3.04158,0.359314,
12,8,1,2,3,4,5,6,7,8,3.21027,0.964726,-2.68243,0.43728,12.1313,0.468437,1.5602,1.41663,
END,
9,8,1,2,3,4,5,6,7,8,1.02538,480.328,1.6256,304.83,2.79915,0.605959,0.758352,0.25,
10,8,1,2,3,4,5,6,7,8,-1.03321,0.469569,2.72793,1.50967,0.6446,3.87534,7.22227,-2.30506,
11,8,1,2,3,4,5,6,7,8,0.563242,0.679894,1.09669,0.380384,204.042,1.04651,0.360237,2.49183,
12,8,1,2,3,4,5,6,7,8,10.223,42.66,2.99398,1.93674,10.8669,0.46188,1.83252,0.398513,
END,
9,8,1,2,3,4,5,6,7,8,0.317332,580.417,0.88468,276.36,2.26189,-2.27223,0.25,17.3619,
10,8,1,2,3,4,5,6,7,8,4.84273,4.14085,2.17116,1.12647,5.18864,0.399492,0.790297,0.508722,
11,8,1,2,3,4,5,6,7,8,1.16204,19.0294,0.307106,0.922647,162.481,0.354987,1.42077,1.44349,
12,8,1,2,3,4,5,6,7,8,0.9722,0.484406,5.08989,0.25,12.1313,0.642689,0.25,-0.400556,
END,
9,8,1,2,3,4,5,6,7,8,0.25,509.174,0.770648,291.34,0.472898,0.604291,0.303413,0.360286,
10,8,1,2,3,4,5,6,7,8,6.37518,3.40646,1.29806,6.30486,2.39518,0.25,0.647118,0.491126,
11,8,1,2,3,4,5,6,7,8,1.20946,1.87304,1.94211,0.922647,161.85,0.768161,1.9051,1.96093,
12,8,1,2,3,4,5,6,7,8,0.288949,2.46964,5.08989,2.00466,1.27386,-1.65865,1.33184,0.677845,
END,
9,8,1,2,3,4,5,6,7,8,1.0308,479.632,0.25,271.863,1.11829,2.62004,0.681061,0.382624,
10,8,1,2,3,4,5,6,7,8,0.303688,2.44385,3.31025,-1.69829,0.309687,18.8299,0.421796,74.4335,
11,8,1,2,3,4,5,6,7,8,0.880337,30.7598,-1.33266,1.49845,0.457321,3.77102,23.12,1.66716,
12,8,1,2,3,4,5,6,7,8,1.10779,2.61489,4.99103,18.8995,3.02585,-2.10845,8.16932,0.515454,
END,
9,8,1,2,3,4,5,6,7,8,0.324281,403.62,0.317286,300.45,1.12249,0.318177,1.07048,19.7696,
10,8,1,2,3,4,5,6,7,8,11.7128,0.322295,2.43207,2.7516,0.326992,19.1132,0.285128,100.302,
11,8,1,2,3,4,5,6,7,8,0.603503,29.2657,0.554315,1.43507,0.25,0.37752,6.20749,1.76654,
12,8,1,2,3,4,5,6,7,8,11.6419,0.25,-1.56837,3.34902,0.561571,1.29124,6.38101,0.695549,
END,
9,8,1,2,3,4,5,6,7,8,0.629715,483.137,2.72008,260.617,1.48332,0.322293,1.07048,0.25,
10,8,1,2,3,4,5,6,7,8,8.0982,0.40837,0.374205,0.363274,0.369049,0.394668,0.478171,12.3841,
11,8,1,2,3,4,5,6,7,8,1.25613,1.28014,0.402433,0.337525,179.401,0.768161,0.777326,0.25,
12,8,1,2,3,4,5,6,7,8,0.278294,0.25,1.60896,0.536089,0.457163,0.288552,0.25,-2.87061,
END,
